artist_names,track_name,source,peak_rank,weeks_on_chart,streams
Juss,Suniyan Suniyan,Mix It Up Studio,3,77,2349676
MixSingh,Suniyan Suniyan,Mix It Up Studio,3,77,2349676
Aditya Rikhari,"Sunn Mere Yaar Ve - From ""Param Sundari""",Universal Music India Pvt Ltd.,197,1,1262430
Amitabh Bhattacharya,"Sunn Mere Yaar Ve - From ""Param Sundari""",Universal Music India Pvt Ltd.,197,1,1262430
Sachin-Jigar,"Sunn Mere Yaar Ve - From ""Param Sundari""",Universal Music India Pvt Ltd.,197,1,1262430
Ankit Tiwari,Sunn Raha Hai (Male Version),T-Series,146,23,1657432
JASKARAN,Superstar,5.5 Records Under Exclusive License to AWAL,76,14,1960824
Rita Kim,Superstar,5.5 Records Under Exclusive License to AWAL,76,14,1960824
dox,Superstar,5.5 Records Under Exclusive License to AWAL,76,14,1960824
Shubh,Supreme,Shubh,116,29,6759422
Aditya Rikhari,Suroor,Universal Music India Pvt Ltd.,172,1,1394753
Gurpreet Saini,Suroor,Universal Music India Pvt Ltd.,172,1,1394753
Lijo George,Suroor,Universal Music India Pvt Ltd.,172,1,1394753
Rochak Kohli,Suroor,Universal Music India Pvt Ltd.,172,1,1394753
Arijit Singh,"Tainu Khabar Nahi - From ""Munjya""",Zee Music Company,17,73,2677349
Sachin-Jigar,"Tainu Khabar Nahi - From ""Munjya""",Zee Music Company,17,73,2677349
JayB Singh,Take Notes,Sidhu Moose Wala,164,1,1410591
Sidhu Moose Wala,Take Notes,Sidhu Moose Wala,164,1,1410591
Amitabh Bhattacharya,"Taras - From ""Munjya""",Zee Music Company,38,50,1600323
Jasmine Sandlas,"Taras - From ""Munjya""",Zee Music Company,38,50,1600323
Sachin-Jigar,"Taras - From ""Munjya""",Zee Music Company,38,50,1600323
Karan Aujla,Tauba Tauba,Saregama India Ltd,1,56,2857867
Ikky,Tell Me,WM Canada,190,3,1271829
Karan Aujla,Tell Me,WM Canada,190,3,1271829
OneRepublic,Tell Me,WM Canada,190,3,1271829
Dhanda Nyoliwala,Tension,Universal Music India Pvt Ltd.,168,3,1551661
Diljit Dosanjh,Tension,Famous Studios,176,2,1278301
Achint,Tenu Sang Rakhna,Saregama India Ltd,102,21,1733050
Anumita Nadesan,Tenu Sang Rakhna,Saregama India Ltd,102,21,1733050
Arijit Singh,Tenu Sang Rakhna,Saregama India Ltd,102,21,1733050
Varun Grover,Tenu Sang Rakhna,Saregama India Ltd,102,21,1733050
Akhil Sachdeva,"Tera Ban Jaunga (From ""Kabir Singh"")",T-Series,4,296,2051572
Tulsi Kumar,"Tera Ban Jaunga (From ""Kabir Singh"")",T-Series,4,296,2051572
Arijit Singh,Tera Chehra,Sony Music / EROS Music,157,40,5834202
Himesh Reshammiya,Tera Chehra,Sony Music / EROS Music,157,40,5834202
Arijit Singh,Tera Fitoor,Tips Music Limited,61,108,2024488
Himesh Reshammiya,Tera Fitoor,Tips Music Limited,61,108,2024488
Kumaar,Tera Fitoor,Tips Music Limited,61,108,2024488
Gajendra Verma,Tera Ghata,Virtual Planet Production Pvt. Ltd.,62,71,1379517
Alisha Chinai,Tera Hone Laga Hoon,Tips Industries Ltd,33,234,2466356
Atif Aslam,Tera Hone Laga Hoon,Tips Industries Ltd,33,234,2466356
Pritam,Tera Hone Laga Hoon,Tips Industries Ltd,33,234,2466356
Mustafa Zahid,Tera Mera Rishta,Sony Music / Vishesh Films,161,30,1825757
Pritam,Tera Mera Rishta,Sony Music / Vishesh Films,161,30,1825757
Arijit Singh,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",T-Series,54,197,1282073
A.R. Rahman,Tere Bina,Sony Music Entertainment India Pvt. Ltd.,103,64,4956975
Chinmayi,Tere Bina,Sony Music Entertainment India Pvt. Ltd.,103,64,4956975
Murtuza Khan,Tere Bina,Sony Music Entertainment India Pvt. Ltd.,103,64,4956975
Qadir Khan,Tere Bina,Sony Music Entertainment India Pvt. Ltd.,103,64,4956975
Josh Brar,Tere Bina Na Guzara E,Speed Records,19,53,1898131
A.R. Rahman,"Tere Ishk Mein (From ""Tere Ishk Mein"")",T-Series,194,3,2400231
Arijit Singh,"Tere Ishk Mein (From ""Tere Ishk Mein"")",T-Series,194,3,2400231
Irshad Kamil,"Tere Ishk Mein (From ""Tere Ishk Mein"")",T-Series,194,3,2400231
Atif Aslam,Tere Liye,Tips Industries Ltd,187,27,2774792
Shreya Ghoshal,Tere Liye,Tips Industries Ltd,187,27,2774792
Shafqat Amanat Ali,Tere Naina,Sony Music Entertainment India Pvt. Ltd.,175,42,1787060
Shankar-Ehsaan-Loy,Tere Naina,Sony Music Entertainment India Pvt. Ltd.,175,42,1787060
Amitabh Bhattacharya,Tere Pyaar Mein,T-Series,5,96,1606273
Arijit Singh,Tere Pyaar Mein,T-Series,5,96,1606273
Nikhita Gandhi,Tere Pyaar Mein,T-Series,5,96,1606273
Pritam,Tere Pyaar Mein,T-Series,5,96,1606273
Atif Aslam,Tere Sang Yaara,Zee Music Company,125,52,1620948
Manoj Muntashir,Tere Sang Yaara,Zee Music Company,125,52,1620948
Asees Kaur,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",T-Series,5,48,1442270
Raghav,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",T-Series,5,48,1442270
Tanishk Bagchi,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",T-Series,5,48,1442270
Kailash Kher,Teri Deewani,Sony Music Entertainment India Pvt. Ltd.,143,66,2745202
Naresh Kamath,Teri Deewani,Sony Music Entertainment India Pvt. Ltd.,143,66,2745202
Paresh Kamath,Teri Deewani,Sony Music Entertainment India Pvt. Ltd.,143,66,2745202
Pritam,Teri Jhuki Nazar,Sony Music Entertainment India Pvt. Ltd.,162,16,1876693
Shafqat Amanat Ali,Teri Jhuki Nazar,Sony Music Entertainment India Pvt. Ltd.,162,16,1876693
Aarohi Raghav,Teri Ramjhol Bole Gi (feat. Kay D & Aarohi Raghav),Empire Media,173,22,3068522
Kay D,Teri Ramjhol Bole Gi (feat. Kay D & Aarohi Raghav),Empire Media,173,22,3068522
Masoom Sharma,Teri Ramjhol Bole Gi (feat. Kay D & Aarohi Raghav),Empire Media,173,22,3068522
Mr. Boota,Teri Ramjhol Bole Gi (feat. Kay D & Aarohi Raghav),Empire Media,173,22,3068522
Sheenam Katholic,Teri Ramjhol Bole Gi (feat. Kay D & Aarohi Raghav),Empire Media,173,22,3068522
Aditya Rikhari,Teri Yaad,Universal Music India Pvt Ltd.,134,4,1488124
Taylor Swift,The Fate of Ophelia,Taylor Swift,130,1,1685603
AP Dhillon,Thodi Si Daaru,AP Dhillon,25,14,8243642
Shreya Ghoshal,Thodi Si Daaru,AP Dhillon,25,14,8243642
Pushpavanam Kuppusamy,"Thottu Thottu (Form ""Ethirum Puthirum"")",Music Masters Audio Video LLP,134,3,1586922
Swarnalatha,"Thottu Thottu (Form ""Ethirum Puthirum"")",Music Masters Audio Video LLP,134,3,1586922
Playboi Carti,Timeless (feat Playboi Carti),XO / Republic Records,165,21,1859192
The Weeknd,Timeless (feat Playboi Carti),XO / Republic Records,165,21,1859192
Shubh,Together,Shubh,163,4,1467445
Mustafa Zahid,Toh Phir Aao,Sony Music / Vishesh Films,155,16,1475442
Pritam,Toh Phir Aao,Sony Music / Vishesh Films,155,16,1475442
Atif Aslam,Toota Jo Kabhi Tara,Zee Music Company,162,1,1523176
Sumedha Karmahe,Toota Jo Kabhi Tara,Zee Music Company,162,1,1523176
Adviteeya Vojjala,"Trance of Omi (From ""They Call Him OG"")",Sony Music Entertainment India Pvt. Ltd.,189,2,1614569
Harsha Darivemula,"Trance of Omi (From ""They Call Him OG"")",Sony Music Entertainment India Pvt. Ltd.,189,2,1614569
Thaman S,"Trance of Omi (From ""They Call Him OG"")",Sony Music Entertainment India Pvt. Ltd.,189,2,1614569
DIVINE,Triple OG,DIVINE,192,7,1435037
Phenom,Triple OG,DIVINE,192,7,1435037
Sanjoy,Tu,T-Series,111,1,1858685
Talwiinder,Tu,T-Series,111,1,1858685
Abhendra Kumar Upadhyay,Tu Hai Ki Nahi,T-Series,75,7,1877272
Ankit Tiwari,Tu Hai Ki Nahi,T-Series,75,7,1877272
Bunny,"Tu Hain Toh (From ""Mr. And Mrs. Mahi"")",Sony Music Entertainment India Pvt. Ltd.,8,56,1798010
Hunny,"Tu Hain Toh (From ""Mr. And Mrs. Mahi"")",Sony Music Entertainment India Pvt. Ltd.,8,56,1798010
Sagar,"Tu Hain Toh (From ""Mr. And Mrs. Mahi"")",Sony Music Entertainment India Pvt. Ltd.,8,56,1798010
Afsana Khan,"Tu Hain Toh Main Hoon (From ""Sky Force"")",Saregama India Ltd,18,29,4594499
Arijit Singh,"Tu Hain Toh Main Hoon (From ""Sky Force"")",Saregama India Ltd,18,29,4594499
Irshad Kamil,"Tu Hain Toh Main Hoon (From ""Sky Force"")",Saregama India Ltd,18,29,4594499
Tanishk Bagchi,"Tu Hain Toh Main Hoon (From ""Sky Force"")",Saregama India Ltd,18,29,4594499
Irshan Ashraf,Tu Hi Haqeeqat,Sony Music Entertainment India Pvt. Ltd.,174,25,1707134
Javed Ali,Tu Hi Haqeeqat,Sony Music Entertainment India Pvt. Ltd.,174,25,1707134
Pritam,Tu Hi Haqeeqat,Sony Music Entertainment India Pvt. Ltd.,174,25,1707134
Shadab,Tu Hi Haqeeqat,Sony Music Entertainment India Pvt. Ltd.,174,25,1707134
Pritam,Tu Hi Mera,Sony Music Entertainment India Pvt. Ltd.,163,19,2009907
Shafqat Amanat Ali,Tu Hi Mera,Sony Music Entertainment India Pvt. Ltd.,163,19,2009907
Atif Aslam,Tu Jaane Na,Tips Industries Ltd,71,214,2257502
Pritam,Tu Jaane Na,Tips Industries Ltd,71,214,2257502
Bunny,Tu Ru Ruu,Universal Music India Pvt Ltd. – Distribution,158,1,1402766
Harrdy Sandhu,Tu Ru Ruu,Universal Music India Pvt Ltd. – Distribution,158,1,1402766
Sagar,Tu Ru Ruu,Universal Music India Pvt Ltd. – Distribution,158,1,1402766
AUR,Tu hai kahan,Sony Music Middle East / South Asia,1,82,2418016
Mohit Chauhan,Tujhe Bhula Diya,T-Series,94,35,1533367
Shekhar Ravjiani,Tujhe Bhula Diya,T-Series,94,35,1533367
Shruti Pathak,Tujhe Bhula Diya,T-Series,94,35,1533367
Vishal-Shekhar,Tujhe Bhula Diya,T-Series,94,35,1533367
Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",T-Series,2,336,3901950
Mithoon,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",T-Series,2,336,3901950
Arijit Singh,Tum Hi Ho,T-Series,42,249,2718172
Mithoon,Tum Hi Ho,T-Series,42,249,2718172
Mohit Chauhan,Tum Ho,T-Series,62,31,1195003
Suzanne D'Mello,Tum Ho,T-Series,62,31,1195003
Hansika Pareek,"Tum Ho Toh (From ""Saiyaara"")",YRF Music,8,16,8656855
Raj Shekhar,"Tum Ho Toh (From ""Saiyaara"")",YRF Music,8,16,8656855
Vishal Mishra,"Tum Ho Toh (From ""Saiyaara"")",YRF Music,8,16,8656855
Irshad Kamil,Tum Jo Aaye,T-Series,179,23,1757134
Pritam,Tum Jo Aaye,T-Series,179,23,1757134
Rahat Fateh Ali Khan,Tum Jo Aaye,T-Series,179,23,1757134
Tulsi Kumar,Tum Jo Aaye,T-Series,179,23,1757134
Amitabh Bhattacharya,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",Saregama India Ltd,9,108,1660103
Arijit Singh,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",Saregama India Ltd,9,108,1660103
Pritam,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",Saregama India Ltd,9,108,1660103
Shreya Ghoshal,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",Saregama India Ltd,9,108,1660103
Amitabh Bhattacharya,Tum Mere Na Huye - From “Thamma”,Universal Music India Pvt. Ltd.,150,5,2718717
Madhubanti Bagchi,Tum Mere Na Huye - From “Thamma”,Universal Music India Pvt. Ltd.,150,5,2718717
Sachin-Jigar,Tum Mere Na Huye - From “Thamma”,Universal Music India Pvt. Ltd.,150,5,2718717
Neeraj Shridhar,Tum Mile,Sony Music Entertainment India Pvt. Ltd.,177,26,1969064
Pritam,Tum Mile,Sony Music Entertainment India Pvt. Ltd.,177,26,1969064
Indraneel,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",T-Series,10,91,3095773
Raghav Chaitanya,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",T-Series,10,91,3095773
Sachin-Jigar,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",T-Series,10,91,3095773
Varun Jain,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",T-Series,10,91,3095773
Irshad Kamil,Tum Se Hi,T-Series,14,294,3565264
Mohit Chauhan,Tum Se Hi,T-Series,14,294,3565264
Pritam,Tum Se Hi,T-Series,14,294,3565264
A.R. Rahman,"Tum Tak (From ""Raanjhanaa"")",Sony Music Entertainment India Pvt. Ltd.,167,55,2118204
Javed Ali,"Tum Tak (From ""Raanjhanaa"")",Sony Music Entertainment India Pvt. Ltd.,167,55,2118204
KIRTI SAGATHIA,"Tum Tak (From ""Raanjhanaa"")",Sony Music Entertainment India Pvt. Ltd.,167,55,2118204
Pooja AV,"Tum Tak (From ""Raanjhanaa"")",Sony Music Entertainment India Pvt. Ltd.,167,55,2118204
Amitabh Bhattacharya,"Tumhare Hi Rahenge Hum (From ""Stree 2"")",Saregama India Ltd,8,64,2596268
Sachin-Jigar,"Tumhare Hi Rahenge Hum (From ""Stree 2"")",Saregama India Ltd,8,64,2596268
Shilpa Rao,"Tumhare Hi Rahenge Hum (From ""Stree 2"")",Saregama India Ltd,8,64,2596268
Varun Jain,"Tumhare Hi Rahenge Hum (From ""Stree 2"")",Saregama India Ltd,8,64,2596268
Arijit Singh,"Tumse Behtar (From ""Sunny Sanskari Ki Tulsi Kumari"")",Sony Music Entertainment India Pvt. Ltd.,131,4,1894574
Manoj Muntashir,"Tumse Behtar (From ""Sunny Sanskari Ki Tulsi Kumari"")",Sony Music Entertainment India Pvt. Ltd.,131,4,1894574
Tanishk Bagchi,"Tumse Behtar (From ""Sunny Sanskari Ki Tulsi Kumari"")",Sony Music Entertainment India Pvt. Ltd.,131,4,1894574
Cheema Y,Tutor,Brown Town Music,197,4,2443884
Gur Sidhu,Tutor,Brown Town Music,197,4,2443884
Dhanda Nyoliwala,Up To U,FarArmy Productions,58,28,1416130
Amit Trivedi,"Uyi Amma - From ""Azaad""",Zee Music Company,191,36,2523074
Amitabh Bhattacharya,"Uyi Amma - From ""Azaad""",Zee Music Company,191,36,2523074
Madhubanti Bagchi,"Uyi Amma - From ""Azaad""",Zee Music Company,191,36,2523074
Chinmayi,Vaarayo Vaarayo,Sony Music Entertainment India Pvt. Ltd.,178,2,1336893
Harris Jayaraj,Vaarayo Vaarayo,Sony Music Entertainment India Pvt. Ltd.,178,2,1336893
Kabilan,Vaarayo Vaarayo,Sony Music Entertainment India Pvt. Ltd.,178,2,1336893
Mega,Vaarayo Vaarayo,Sony Music Entertainment India Pvt. Ltd.,178,2,1336893
Unnikrishnan,Vaarayo Vaarayo,Sony Music Entertainment India Pvt. Ltd.,178,2,1336893
Anand Bhaskar,Vaaroon,Zee Music Company,197,19,2079303
Ginny Diwan,Vaaroon,Zee Music Company,197,19,2079303
Romy,Vaaroon,Zee Music Company,197,19,2079303
Soumya Rawat,Vartmaan,UNIYAL,51,4,2054810
UNIYAL,Vartmaan,UNIYAL,51,4,2054810
Leon James,"Vazhithunaiye - From ""Dragon""",Think Music,196,14,1755807
Sanjana Kalmanje,"Vazhithunaiye - From ""Dragon""",Think Music,196,14,1755807
Sid Sriram,"Vazhithunaiye - From ""Dragon""",Think Music,196,14,1755807
Avvy Sra,Ve Haaniyaan,Dreamiyata Entertainment Pvt Ltd,10,73,1655355
Danny,Ve Haaniyaan,Dreamiyata Entertainment Pvt Ltd,10,73,1655355
Sagar,Ve Haaniyaan,Dreamiyata Entertainment Pvt Ltd,10,73,1655355
Altamash Faridi,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Saregama India Ltd,15,112,1795657
Amitabh Bhattacharya,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Saregama India Ltd,15,112,1795657
Arijit Singh,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Saregama India Ltd,15,112,1795657
Pritam,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Saregama India Ltd,15,112,1795657
Shadab Faridi,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Saregama India Ltd,15,112,1795657
Shreya Ghoshal,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Saregama India Ltd,15,112,1795657
Armaan Malik,"Vibe Undi (From ""Mirai"") [Telugu]",Tips Music Limited,177,1,1397834
GowraHari,"Vibe Undi (From ""Mirai"") [Telugu]",Tips Music Limited,177,1,1397834
Krishna Kanth,"Vibe Undi (From ""Mirai"") [Telugu]",Tips Music Limited,177,1,1397834
Audiocrackerr,Victory Anthem,Sony Music India / Brown,17,17,2493665
Khushi TDT,Victory Anthem,Sony Music India / Brown,17,17,2493665
Lash curry,Victory Anthem,Sony Music India / Brown,17,17,2493665
Adesh Krishna,"Vizhi Veekura - From ""Think Indie""",Think Music,182,4,1474862
Sai Abhyankkar,"Vizhi Veekura - From ""Think Indie""",Think Music,182,4,1474862
Sai Smriti,"Vizhi Veekura - From ""Think Indie""",Think Music,182,4,1474862
Masoom Sharma,Warning,Gem Tunes Haryanvi,130,17,1652280
Swara Verma,Warning,Gem Tunes Haryanvi,130,17,1652280
Diljit Dosanjh,Water,Famous Studios,181,21,2404046
MixSingh,Water,Famous Studios,181,21,2404046
Raj Ranjodh,Water,Famous Studios,181,21,2404046
Jay Trak,Wavy,Karan Aujla Music,4,51,4526435
Karan Aujla,Wavy,Karan Aujla Music,4,51,4526435
Avvy Sra,White Brown Black,Universal Music India Pvt Ltd. – Distribution,29,125,2126223
Jaani,White Brown Black,Universal Music India Pvt Ltd. – Distribution,29,125,2126223
Karan Aujla,White Brown Black,Universal Music India Pvt Ltd. – Distribution,29,125,2126223
Karan Aujla,Winning Speech,Karan Aujla,8,77,2966205
Seshnolan,Winning Speech,Karan Aujla,8,77,2966205
AP Dhillon,With You,Mass Appeal India,2,65,1392906
AP Dhillon,Without Me,AP Dhillon,187,1,1353514
Atif Aslam,"Woh Lamhe Woh Baatein - From ""Zeher""",UME - Global Clearing House,190,21,1830470
Mithoon,"Woh Lamhe Woh Baatein - From ""Zeher""",UME - Global Clearing House,190,21,1830470
Naresh Sharma,"Woh Lamhe Woh Baatein - From ""Zeher""",UME - Global Clearing House,190,21,1830470
Roop Kumar Rathod,"Woh Lamhe Woh Baatein - From ""Zeher""",UME - Global Clearing House,190,21,1830470
YUNG DSA,YEDA YUNG,Gully Gang Records,113,7,2589356
Year Down,YEDA YUNG,Gully Gang Records,113,7,2589356
Pritam,"Ya Ali - From ""Gangster""",Vishesh Films,119,2,1689636
Zubeen Garg,"Ya Ali - From ""Gangster""",Vishesh Films,119,2,1689636
Masoom Sharma,Yaari,Kiara Records,153,6,2233652
Javed Bashir,Ye Tune Kya Kiya,T-Series,26,90,4036122
Pritam,Ye Tune Kya Kiya,T-Series,26,90,4036122
Dhanush,"Yedi (From ""Nilavuku En Mel Ennadi Kobam"")",Wunderbar Films,191,11,1604450
G. V. Prakash,"Yedi (From ""Nilavuku En Mel Ennadi Kobam"")",Wunderbar Films,191,11,1604450
Jonita Gandhi,"Yedi (From ""Nilavuku En Mel Ennadi Kobam"")",Wunderbar Films,191,11,1604450
Vivek,"Yedi (From ""Nilavuku En Mel Ennadi Kobam"")",Wunderbar Films,191,11,1604450
Ikky,You're U Tho,WM Canada,186,1,1375033
Karan Aujla,You're U Tho,WM Canada,186,1,1375033
Cheema Y,Young G.O.A.T,Brown Town Music,117,16,1776442
Gur Sidhu,Young G.O.A.T,Brown Town Music,117,16,1776442
Arijit Singh,Zaalima,Zee Music Company,78,124,2880442
Harshdeep Kaur,Zaalima,Zee Music Company,78,124,2880442
Arijit Singh,Zamaana Lage,T-Series,26,14,2652472
Pritam,Zamaana Lage,T-Series,26,14,2652472
Qaisar-Ul-Jafri,Zamaana Lage,T-Series,26,14,2652472
Sandeep Shrivastava,Zamaana Lage,T-Series,26,14,2652472
Shashwat Singh,Zamaana Lage,T-Series,26,14,2652472
Arijit Singh,"Zamaana Lage (From ""Metro ... In Dino"")",T-Series,50,3,2647074
Pritam,"Zamaana Lage (From ""Metro ... In Dino"")",T-Series,50,3,2647074
Qaisar-Ul-Jafri,"Zamaana Lage (From ""Metro ... In Dino"")",T-Series,50,3,2647074
Sandeep Shrivastava,"Zamaana Lage (From ""Metro ... In Dino"")",T-Series,50,3,2647074
Shashwat Singh,"Zamaana Lage (From ""Metro ... In Dino"")",T-Series,50,3,2647074
KK,Zara Sa,Sony Music Entertainment India Pvt. Ltd.,33,140,2696702
Pritam,Zara Sa,Sony Music Entertainment India Pvt. Ltd.,33,140,2696702
Aparshakti Khurana,Zaroor,Sony Music India / Nine,13,64,1754494
Savi Kahlon,Zaroor,Sony Music India / Nine,13,64,1754494
Mithoon,Zaroorat,T-Series,129,12,1400059
Mustafa Zahid,Zaroorat,T-Series,129,12,1400059
Mustafa Zahid,"Zaroorat (From ""Ek Villain"")",T-Series,197,11,1560662
Chinmayi,Zehnaseeb,Sony Music Entertainment India Pvt. Ltd.,167,7,1559627
Shekhar Ravjiani,Zehnaseeb,Sony Music Entertainment India Pvt. Ltd.,167,7,1559627
Vishal-Shekhar,Zehnaseeb,Sony Music Entertainment India Pvt. Ltd.,167,7,1559627
Javed-Mohsin,Zihaal e Miskin,Universal Music India Pvt Ltd.,7,67,1430566
Shreya Ghoshal,Zihaal e Miskin,Universal Music India Pvt Ltd.,7,67,1430566
Vishal Mishra,Zihaal e Miskin,Universal Music India Pvt Ltd.,7,67,1430566
yung kai,blue,BMG Rights Management (US) LLC,33,32,3183311
JENNIE,like JENNIE,OA Entertainment/Columbia,181,11,1506338
Kendrick Lamar,luther (with sza),"pgLang, under exclusive license to Interscope Records",169,1,1374544
SZA,luther (with sza),"pgLang, under exclusive license to Interscope Records",169,1,1374544
